Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Parental_bR1	Peptides Parental_bR2	Peptides Parental_bR3	Peptides Resistant_bR1	Peptides Resistant_bR2	Peptides Resistant_bR3	Razor + unique peptides Parental_bR1	Razor + unique peptides Parental_bR2	Razor + unique peptides Parental_bR3	Razor + unique peptides Resistant_bR1	Razor + unique peptides Resistant_bR2	Razor + unique peptides Resistant_bR3	Unique peptides Parental_bR1	Unique peptides Parental_bR2	Unique peptides Parental_bR3	Unique peptides Resistant_bR1	Unique peptides Resistant_bR2	Unique peptides Resistant_bR3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type Parental_bR1	Identification type Parental_bR2	Identification type Parental_bR3	Identification type Resistant_bR1	Identification type Resistant_bR2	Identification type Resistant_bR3	Sequence coverage Parental_bR1 [%]	Sequence coverage Parental_bR2 [%]	Sequence coverage Parental_bR3 [%]	Sequence coverage Resistant_bR1 [%]	Sequence coverage Resistant_bR2 [%]	Sequence coverage Resistant_bR3 [%]	Intensity	Intensity Parental_bR1	Intensity Parental_bR2	Intensity Parental_bR3	Intensity Resistant_bR1	Intensity Resistant_bR2	Intensity Resistant_bR3	LFQ intensity Parental_bR1	LFQ intensity Parental_bR2	LFQ intensity Parental_bR3	LFQ intensity Resistant_bR1	LFQ intensity Resistant_bR2	LFQ intensity Resistant_bR3	MS/MS Count Parental_bR1	MS/MS Count Parental_bR2	MS/MS Count Parental_bR3	MS/MS Count Resistant_bR1	MS/MS Count Resistant_bR2	MS/MS Count Resistant_bR3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q9BY43|CHM4A_HUMAN	sp|Q9BY43|CHM4A_HUMAN	1	1	1	>sp|Q9BY43|CHM4A_HUMAN Charged multivesicular body protein 4a OS=Homo sapiens GN=CHMP4A PE=1 SV=3	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	6.3	6.3	6.3	25.098	222	222	0.0013201	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	6.3	6.3	6.3	0	0	0	40977000	15614000	13143000	12220000	0	0	0	0	0	10269000	0	0	0	1	1	0	0	0	0	2				1493	1549	True	1553	7617;7618;7619	4732;4733	4733		
sp|Q9BY44|EIF2A_HUMAN	sp|Q9BY44|EIF2A_HUMAN	2	2	2	>sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3	1	2	2	2	2	2	1	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	5.3	5.3	5.3	64.989	585	585	0	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	5.3	5.3	2.4	0	0	0	41937000	20391000	12401000	9145800	0	0	0	14151000	0	0	0	0	0	1	1	0	0	0	0	2				1494	3568;6607	True;True	3575;6622	17636;17637;17638;32251;32252	11000;20207;20208	11000;20207		
sp|Q9BYD1|RM13_HUMAN	sp|Q9BYD1|RM13_HUMAN	1	1	1	>sp|Q9BYD1|RM13_HUMAN 39S ribosomal protein L13, mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	8.4	8.4	8.4	20.692	178	178	0.0013633	By MS/MS	By matching	By matching	By matching	By matching	By matching	8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1				1495	5799	True	5810	28500	17784	17784		
sp|Q9BYG3|MK67I_HUMAN	sp|Q9BYG3|MK67I_HUMAN	2	2	2	>sp|Q9BYG3|MK67I_HUMAN MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=NIFK PE=1 SV=1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	9.6	9.6	9.6	34.222	293	293	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	9.6	3.4	6.1	3.4	3.4	3.4	237190000	22548000	13146000	7838300	81032000	70248000	42377000	15647000	0	0	0	0	0	1	0	1	0	0	0	2				1496	6826;7503	True;True	6842;7521	33253;33254;36603;36604;36605;36606;36607	20836;20837;22962;22963	20836;22962		
sp|Q9BZE1|RM37_HUMAN	sp|Q9BZE1|RM37_HUMAN	2	2	2	>sp|Q9BZE1|RM37_HUMAN 39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2	1	2	2	2	1	2	2	0	0	0	1	2	2	0	0	0	1	2	2	0	0	0	7.3	7.3	7.3	48.117	423	423	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	3.8	7.3	7.3	0	0	0	71418000	15683000	30354000	25381000	0	0	0	0	25688000	21354000	0	0	0	1	2	1	0	0	0	4				1497	7313;7631	True;True	7331;7649	35736;35737;35738;37256;37257	22415;22416;22417;23356	22416;23356		
sp|Q9BZE4|NOG1_HUMAN	sp|Q9BZE4|NOG1_HUMAN	1	1	1	>sp|Q9BZE4|NOG1_HUMAN Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.9	1.9	1.9	73.964	634	634	0.0018634	By matching	By matching	By MS/MS	By matching	By matching	By matching	1.9	1.9	1.9	1.9	1.9	1.9	151260000	24337000	25121000	55922000	18677000	12805000	14403000	0	0	46994000	0	0	0	0	0	1	0	0	0	1				1498	3927	True	3935	19457;19458;19459;19460;19461;19462;19463	12169;12170	12169		
sp|Q9BZE9|ASPC1_HUMAN	sp|Q9BZE9|ASPC1_HUMAN	2	2	2	>sp|Q9BZE9|ASPC1_HUMAN Tether containing UBX domain for GLUT4 OS=Homo sapiens GN=ASPSCR1 PE=1 SV=1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	6.9	6.9	6.9	60.182	553	553	0.00076805	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	6.9	2.9	4	2.9	2.9	2.9	23823000	6285300	2424500	5093000	4441700	2614000	2964000	4361800	0	0	0	0	0	1	0	1	0	0	0	2				1499	2565;7552	True;True	2572;7570	12503;12504;36851;36852;36853;36854;36855	7770;23099	7770;23099		
sp|Q9BZJ0|CRNL1_HUMAN	sp|Q9BZJ0|CRNL1_HUMAN	2	2	2	>sp|Q9BZJ0|CRNL1_HUMAN Crooked neck-like protein 1 OS=Homo sapiens GN=CRNKL1 PE=1 SV=4	1	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2.8	2.8	2.8	100.45	848	848	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	2.8	2.8	1.4	1.4	1.4	1.4	72042000	41073000	1695400	5971200	8567600	10597000	4137600	28504000	0	0	0	0	0	0	1	1	0	1	0	3				1500	1907;4856	True;True	1913;4867	9412;9413;9414;24047;24048;24049;24050;24051	5853;5854;15002	5854;15002		
sp|Q9BZZ5|API5_HUMAN	sp|Q9BZZ5|API5_HUMAN	6	6	6	>sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens GN=API5 PE=1 SV=3	1	6	6	6	4	5	4	4	3	3	4	5	4	4	3	3	4	5	4	4	3	3	17.9	17.9	17.9	59.004	524	524	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.7	15.8	13.4	9.4	7.6	7.6	421620000	86799000	71364000	48647000	82526000	83592000	48696000	57222000	53740000	75312000	77280000	113060000	52930000	4	2	4	1	1	1	13				1501	1966;2194;2957;5417;5671;6665	True;True;True;True;True;True	1972;2201;2964;5428;5682;6680	9710;9711;9712;9713;9714;10720;10721;10722;14398;14399;14400;26737;26738;26739;26740;26741;26742;26743;26744;26745;27871;27872;32515;32516;32517;32518	6035;6036;6037;6680;6681;8954;8955;8956;16689;16690;16691;16692;17389;20354;20355	6036;6680;8956;16689;17389;20354		
sp|Q9C0C2|TB182_HUMAN	sp|Q9C0C2|TB182_HUMAN	11	11	11	>sp|Q9C0C2|TB182_HUMAN 182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4	1	11	11	11	11	9	9	0	0	1	11	9	9	0	0	1	11	9	9	0	0	1	10.8	10.8	10.8	181.79	1729	1729	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	10.8	8.8	9.1	0	0	0.9	371240000	149610000	107760000	108630000	0	0	5243400	95311000	99999000	85044000	0	0	0	7	4	6	0	0	0	17				1502	976;1242;1354;1379;1418;2109;2266;2442;5232;7663;7728	True;True;True;True;True;True;True;True;True;True;True	978;1245;1358;1383;1422;2116;2273;2449;5243;7681;7746	4594;4595;5945;5946;5947;6570;6571;6572;6692;6693;6694;6910;6911;6912;6913;10361;10362;10363;11029;11030;11031;11802;11803;11804;11805;25900;25901;25902;37416;37757;37758;37759	2931;3747;3748;3749;4095;4169;4296;4297;6443;6444;6445;6870;7335;16150;16151;16152;23455;23689;23690;23691	2931;3748;4095;4169;4296;6444;6870;7335;16152;23455;23691		
sp|Q9C0C9|UBE2O_HUMAN	sp|Q9C0C9|UBE2O_HUMAN	4	4	4	>sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens GN=UBE2O PE=1 SV=3	1	4	4	4	3	2	3	1	1	1	3	2	3	1	1	1	3	2	3	1	1	1	5.5	5.5	5.5	141.29	1292	1292	0	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	4.7	3.3	4.1	0.8	0.8	0.8	127480000	36171000	26403000	36098000	14907000	7897800	5999800	0	0	30335000	0	0	0	2	1	0	1	0	0	4				1503	2808;3318;3407;7480	True;True;True;True	2815;3325;3414;7498	13717;13718;13719;13720;16345;16823;16824;16825;36508;36509;36510	8523;10211;10513;10514;22901	8523;10211;10513;22901		
sp|Q9C0J8|WDR33_HUMAN	sp|Q9C0J8|WDR33_HUMAN	1	1	1	>sp|Q9C0J8|WDR33_HUMAN pre-mRNA 3 end processing protein WDR33 OS=Homo sapiens GN=WDR33 PE=1 SV=2	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0.8	0.8	0.8	145.89	1336	1336	0.0090395	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	0.8	0.8	0.8	0	0	0	23400000	12387000	2072300	8940700	0	0	0	0	0	7513400	0	0	0	1	0	1	0	0	0	2				1504	2291	True	2298	11125;11126;11127	6932;6933	6932		
sp|Q9GZL7|WDR12_HUMAN	sp|Q9GZL7|WDR12_HUMAN	3	3	3	>sp|Q9GZL7|WDR12_HUMAN Ribosome biogenesis protein WDR12 OS=Homo sapiens GN=WDR12 PE=1 SV=2	1	3	3	3	3	3	3	1	0	0	3	3	3	1	0	0	3	3	3	1	0	0	13.9	13.9	13.9	47.707	423	423	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	13.9	13.9	13.9	3.1	0	0	69407000	26007000	20167000	20989000	2243000	0	0	18742000	16816000	17212000	0	0	0	2	2	2	0	0	0	6				1505	2520;4036;7370	True;True;True	2527;4044;7388	12251;12252;12253;12254;20010;20011;20012;35975;35976;35977	7625;12495;12496;22561;22562;22563	7625;12496;22561		
sp|Q9GZN8|CT027_HUMAN	sp|Q9GZN8|CT027_HUMAN	3	3	3	>sp|Q9GZN8|CT027_HUMAN UPF0687 protein C20orf27 OS=Homo sapiens GN=C20orf27 PE=1 SV=3	1	3	3	3	3	3	3	1	0	1	3	3	3	1	0	1	3	3	3	1	0	1	28.2	28.2	28.2	19.291	174	174	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	28.2	28.2	28.2	9.2	0	9.2	104060000	33053000	30851000	26038000	7451900	0	6666000	22715000	25570000	22668000	0	0	0	3	2	2	0	0	0	7				1506	1658;2265;4571	True;True;True	1663;2272;4582	8190;8191;8192;8193;8194;11026;11027;11028;22691;22692;22693	5070;5071;5072;6868;6869;14152;14153;14154	5072;6869;14153		
sp|Q9GZR7|DDX24_HUMAN	sp|Q9GZR7|DDX24_HUMAN	2	2	2	>sp|Q9GZR7|DDX24_HUMAN ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1	1	2	2	2	2	2	2	0	1	0	2	2	2	0	1	0	2	2	2	0	1	0	3.4	3.4	3.4	96.331	859	859	0.0007734	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	3.4	3.4	3.4	0	1.4	0	80152000	25511000	22880000	28265000	0	3495500	0	0	0	23753000	0	0	0	0	0	0	0	0	0	0				1507	5059;5109	True;True	5070;5120	25074;25075;25076;25284;25285;25286;25287	15618;15764	15618;15764		
sp|Q9GZS3|WDR61_HUMAN	sp|Q9GZS3|WDR61_HUMAN	3	3	3	>sp|Q9GZS3|WDR61_HUMAN WD repeat-containing protein 61 OS=Homo sapiens GN=WDR61 PE=1 SV=1	1	3	3	3	3	3	3	0	0	0	3	3	3	0	0	0	3	3	3	0	0	0	22	22	22	33.58	305	305	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	22	22	22	0	0	0	54413000	16450000	19835000	18128000	0	0	0	13781000	13687000	15984000	0	0	0	1	0	2	0	0	0	3				1508	3755;6050;6145	True;True;True	3762;6063;6158	18518;18519;18520;29644;29645;29646;30073;30074;30075	11573;18531;18804;18805;18806	11573;18531;18805		
sp|Q9GZT3|SLIRP_HUMAN	sp|Q9GZT3|SLIRP_HUMAN	1	1	1	>sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens GN=SLIRP PE=1 SV=1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	12.8	12.8	12.8	12.349	109	109	0.001875	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	12.8	12.8	12.8	0	0	0	86745000	35212000	29690000	21843000	0	0	0	0	0	18356000	0	0	0	1	1	0	0	0	0	2				1509	5075	True	5086	25128;25129;25130	15656;15657	15656		
sp|Q9GZZ1|NAA50_HUMAN	sp|Q9GZZ1|NAA50_HUMAN	2	2	2	>sp|Q9GZZ1|NAA50_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens GN=NAA50 PE=1 SV=1	1	2	2	2	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	16	16	16	19.398	169	169	0	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	16	7.1	7.1	7.1	16	7.1	117640000	28361000	22086000	19168000	4471700	20107000	23443000	0	0	0	0	28673000	0	1	0	0	1	0	0	2				1510	4128;5789	True;True	4136;5800	20449;20450;28444;28445;28446;28447;28448;28449;28450;28451;28452;28453;28454	12774;17753;17754	12774;17754		
sp|Q9GZZ9|UBA5_HUMAN	sp|Q9GZZ9|UBA5_HUMAN	1	1	1	>sp|Q9GZZ9|UBA5_HUMAN Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens GN=UBA5 PE=1 SV=1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	6.2	6.2	6.2	44.863	404	404	0.0013158	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	6.2	6.2	6.2	0	0	0	19638000	6962700	6518400	6156500	0	0	0	0	0	5173600	0	0	0	1	1	0	0	0	0	2				1511	3671	True	3678	18125;18126;18127	11310;11311	11311		
sp|Q9H078|CLPB_HUMAN	sp|Q9H078|CLPB_HUMAN	5	5	5	>sp|Q9H078|CLPB_HUMAN Caseinolytic peptidase B protein homolog OS=Homo sapiens GN=CLPB PE=1 SV=1	1	5	5	5	5	4	3	1	1	1	5	4	3	1	1	1	5	4	3	1	1	1	11.6	11.6	11.6	78.728	707	707	0	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	11.6	8.3	5.9	1.6	1.6	1.6	493750000	106900000	74270000	78992000	62559000	117200000	53836000	74121000	62980000	0	0	0	0	3	1	0	0	0	0	4				1512	988;1938;2175;2370;4567	True;True;True;True;True	990;1944;2182;2377;4578	4649;9575;9576;9577;10638;10639;11497;11498;11499;22673;22674;22675;22676;22677;22678	2962;5952;6633;7152;14145;14146	2962;5952;6633;7152;14146		
sp|Q9H0A0|NAT10_HUMAN	sp|Q9H0A0|NAT10_HUMAN	5	5	5	>sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens GN=NAT10 PE=1 SV=2	1	5	5	5	4	3	4	3	2	3	4	3	4	3	2	3	4	3	4	3	2	3	7.2	7.2	7.2	115.73	1025	1025	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	6.2	3.4	5.2	4.5	2.8	4.5	426220000	41133000	48381000	52871000	198610000	42728000	42503000	95563000	71217000	44996000	90607000	0	68005000	2	1	3	0	0	0	6				1513	2114;3522;3750;4271;4339	True;True;True;True;True	2121;3529;3757;4280;4349	10373;10374;10375;10376;10377;17458;17459;18491;18492;21133;21134;21135;21136;21137;21138;21507;21508;21509;21510	6451;6452;6453;10896;10897;11548;13162;13393	6453;10897;11548;13162;13393		
sp|Q9H0B6|KLC2_HUMAN	sp|Q9H0B6|KLC2_HUMAN	1	1	1	>sp|Q9H0B6|KLC2_HUMAN Kinesin light chain 2 OS=Homo sapiens GN=KLC2 PE=1 SV=1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	2.7	2.7	2.7	68.934	622	622	0.0013605	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	2.7	2.7	2.7	0	0	0	28402000	12166000	9177200	7058900	0	0	0	0	0	5931900	0	0	0	1	1	1	0	0	0	3				1514	6336	True	6351	30901;30902;30903;30904	19338;19339;19340	19338		
sp|Q9H0D6|XRN2_HUMAN	sp|Q9H0D6|XRN2_HUMAN	2	2	2	>sp|Q9H0D6|XRN2_HUMAN 5-3 exoribonuclease 2 OS=Homo sapiens GN=XRN2 PE=1 SV=1	1	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	3.8	3.8	3.8	108.58	950	950	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	3.8	3.8	2	2	2	2	70500000	27015000	18424000	9309100	5324600	4401500	6025600	0	15607000	0	0	0	0	1	1	1	0	0	0	3				1515	57;1352	True;True	57;1356	267;268;6560;6561;6562;6563;6564;6565	185;186;4093	185;4093		
sp|Q9H0N0|RAB6C_HUMAN	sp|Q9H0N0|RAB6C_HUMAN	3	2	2	>sp|Q9H0N0|RAB6C_HUMAN Ras-related protein Rab-6C OS=Homo sapiens GN=RAB6C PE=1 SV=2	1	3	2	2	1	1	0	2	2	1	1	1	0	1	2	1	1	1	0	1	2	1	16.9	12.2	12.2	28.355	254	254	0	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	3.5	8.7	0	8.3	12.2	8.7	289740000	45763000	5574700	0	228970000	7114000	2316300	0	0	0	0	10145000	0	0	1	0	1	0	0	2				1516	1370;4947;5854	True;True;False	1374;4958;5865	6654;6655;6656;24543;24544;24545;28749	4145;15309;15310;17944	4145;15309;17944		
sp|Q9H0P0|5NT3A_HUMAN	sp|Q9H0P0|5NT3A_HUMAN	1	1	1	>sp|Q9H0P0|5NT3A_HUMAN Cytosolic 5-nucleotidase 3A OS=Homo sapiens GN=NT5C3A PE=1 SV=3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.8	4.8	4.8	37.948	336	336	0.0014925	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	4.8	4.8	4.8	4.8	4.8	4.8	50005000	9667800	2818400	0	27739000	4385700	5394100	0	0	0	0	0	4585500	1	0	1	1	0	1	4				1517	1323	True	1327	6402;6403;6404;6405;6406;6407;6408;6409;6410;6411	4003;4004;4005;4006	4006		
sp|Q9H0S4|DDX47_HUMAN	sp|Q9H0S4|DDX47_HUMAN	3	3	3	>sp|Q9H0S4|DDX47_HUMAN Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens GN=DDX47 PE=1 SV=1	1	3	3	3	3	3	3	0	0	0	3	3	3	0	0	0	3	3	3	0	0	0	10.1	10.1	10.1	50.646	455	455	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	10.1	10.1	10.1	0	0	0	152030000	40324000	52866000	58844000	0	0	0	26102000	37704000	38167000	0	0	0	3	2	1	0	0	0	6				1518	1253;3623;6060	True;True;True	1256;3630;6073	6002;6003;6004;6005;6006;17894;17895;17896;29688;29689;29690	3767;3768;3769;11179;18552;18553	3769;11179;18552		
sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN	sp|Q9H0U4|RAB1B_HUMAN	9;4	9;4	4;1	>sp|Q9H0U4|RAB1B_HUMAN Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1	2	9	9	4	8	8	9	7	7	7	8	8	9	7	7	7	3	3	4	3	2	3	62.2	62.2	31.3	22.171	201	201;201	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	57.2	57.2	62.2	51.7	46.8	53.7	3344900000	842150000	717740000	684690000	456830000	337790000	305760000	704650000	550940000	636760000	403260000	371980000	365840000	8	6	8	3	3	2	30				1519	1687;2268;2529;4530;5005;5028;5081;5752;5753	True;True;True;True;True;True;True;True;True	1692;2275;2536;4541;5016;5039;5092;5763;5764	8333;8334;8335;8336;8337;8338;11037;11038;11039;11040;11041;11042;12304;12305;12306;12307;12308;12309;12310;22501;22502;22503;22504;22505;22506;22507;22508;22509;22510;22511;22512;22513;22514;22515;24796;24797;24798;24799;24800;24801;24802;24803;24804;24805;24806;24807;24911;24912;24913;25147;25148;25149;25150;25151;28260;28261;28262;28263;28264;28265;28266;28267;28268;28269	5171;5172;5173;5174;5175;6874;6875;6876;6877;7657;7658;7659;7660;7661;7662;14019;14020;14021;14022;14023;14024;14025;14026;14027;15468;15469;15533;15669;15670;15671;17633;17634	5171;6876;7658;14027;15468;15533;15671;17633;17634		
sp|Q9H1B7|I2BPL_HUMAN	sp|Q9H1B7|I2BPL_HUMAN	1	1	1	>sp|Q9H1B7|I2BPL_HUMAN Interferon regulatory factor 2-binding protein-like OS=Homo sapiens GN=IRF2BPL PE=1 SV=1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1.9	1.9	1.9	82.658	796	796	0.0030395	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	1.9	1.9	0	1.9	0	1.9	43458000	10010000	7643100	0	9439500	0	16365000	0	0	0	0	0	22263000	0	1	0	1	0	0	2				1520	620	True	621	2918;2919;2920;2921	1861;1862	1862		
sp|Q9H1C4|UN93B_HUMAN	sp|Q9H1C4|UN93B_HUMAN	1	1	1	>sp|Q9H1C4|UN93B_HUMAN Protein unc-93 homolog B1 OS=Homo sapiens GN=UNC93B1 PE=1 SV=2	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	2.8	2.8	2.8	66.63	597	597	0.0013193	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	2.8	2.8	2.8	0	0	0	23880000	7720400	7703200	8456000	0	0	0	0	0	7106100	0	0	0	1	1	1	0	0	0	3				1521	5807	True	5818	28537;28538;28539	17801;17802;17803	17803		
sp|Q9H1E3|NUCKS_HUMAN	sp|Q9H1E3|NUCKS_HUMAN	2	2	2	>sp|Q9H1E3|NUCKS_HUMAN Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens GN=NUCKS1 PE=1 SV=1	1	2	2	2	1	2	2	1	0	1	1	2	2	1	0	1	1	2	2	1	0	1	8.2	8.2	8.2	27.296	243	243	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	7.8	8.2	8.2	7.8	0	7.8	56838000	6581900	15355000	26228000	4738900	0	3934900	0	13026000	22022000	0	0	0	1	2	2	0	0	0	5				1522	4030;7577	True;True	4038;7595	19976;19977;36990;36991;36992;36993;36994	12471;12472;23190;23191;23192	12472;23192		
sp|Q9H223|EHD4_HUMAN	sp|Q9H223|EHD4_HUMAN	2	2	2	>sp|Q9H223|EHD4_HUMAN EH domain-containing protein 4 OS=Homo sapiens GN=EHD4 PE=1 SV=1	1	2	2	2	1	0	0	2	0	1	1	0	0	2	0	1	1	0	0	2	0	1	8.3	8.3	8.3	61.174	541	541	0	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	2.4	0	0	8.3	0	2.4	52612000	17708000	0	0	22600000	0	12305000	0	0	0	22600000	0	0	0	0	0	1	0	0	1				1523	2257;3410	True;True	2264;3417	10993;10994;10995;16832	6846;10517	6846;10517		
sp|Q9H299|SH3L3_HUMAN	sp|Q9H299|SH3L3_HUMAN	2	2	2	>sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1	1	2	2	2	2	2	1	2	1	1	2	2	1	2	1	1	2	2	1	2	1	1	20.4	20.4	20.4	10.438	93	93	0.00079365	By MS/MS	By matching	By matching	By matching	By matching	By matching	20.4	20.4	20.4	20.4	16.1	16.1	134270000	19754000	12241000	4785400	35105000	33372000	29010000	19922000	17379000	0	21882000	0	0	2	0	0	0	0	0	2				1524	3638;3639	True;True	3645;3646	17961;17962;17963;17964;17965;17966;17967;17968;17969	11218;11219	11218;11219		
sp|Q9H2B2|SYT4_HUMAN	sp|Q9H2B2|SYT4_HUMAN	1	1	1	>sp|Q9H2B2|SYT4_HUMAN Synaptotagmin-4 OS=Homo sapiens GN=SYT4 PE=1 SV=1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	2.8	2.8	2.8	47.958	425	425	0.0052204	By matching	By matching	By matching	By matching	By MS/MS	By matching	0	0	0	2.8	2.8	2.8	2511400000	0	0	0	894310000	739590000	877480000	0	0	0	0	0	1193700000	0	0	0	0	1	0	1				1525	1273	True	1276	6122;6123;6124	3836	3836		
sp|Q9H2C0|GAN_HUMAN	sp|Q9H2C0|GAN_HUMAN	1	1	1	>sp|Q9H2C0|GAN_HUMAN Gigaxonin OS=Homo sapiens GN=GAN PE=1 SV=1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	2.3	2.3	2.3	67.638	597	597	0.0013486	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	2.3	2.3	2.3	0	0	0	33640000	15495000	9792000	8352700	0	0	0	0	0	7019200	0	0	0	0	0	0	0	0	0	0				1526	207	True	207	957;958;959	592;593;594	594		
sp|Q9H2P0|ADNP_HUMAN	sp|Q9H2P0|ADNP_HUMAN	1	1	1	>sp|Q9H2P0|ADNP_HUMAN Activity-dependent neuroprotector homeobox protein OS=Homo sapiens GN=ADNP PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.1	1.1	1.1	123.56	1102	1102	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	1.1	1.1	1.1	1.1	1.1	1.1	34075000	10223000	6947500	11376000	3459700	1186400	882740	0	0	0	0	0	1200900	1	1	1	0	0	0	3				1527	3171	True	3178	15650;15651;15652;15653;15654;15655	9761;9762;9763	9761		
