Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P52948	P52948	3	3	3	Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96	NUP98		1	3	3	3	1.6	1.6	1.6	197.58	1817	1817	0	21.312	11545	25117	44744	118030	122890	11474	26351	44839	111140	117770	2	2	2	2	2	12077000	3				869	654;947;7543	True;True;True	638;932;7551	798;1155;9173	876;1250;9820	876;1250;9820		
P53004	P53004	8	8	8	Biliverdin reductase A	BLVRA		1	8	8	8	27.7	27.7	27.7	33.428	296	296	0	71.043	106750	266570	477880	1486000	1724700	107040	285090	486810	1396600	1644500	11	11	11	11	11	367330000	11				870	3805;5011;5859;6384;7624;8641;9223;10066	True;True;True;True;True;True;True;True	3793;5005;5859;6388;7632;8652;9235;10076	4630;6109;6110;7153;7792;9268;9269;10473;10474;11157;12145	4969;6546;6547;7667;8352;9920;9921;11176;11177;11919;13004	4969;6547;7667;8352;9920;11177;11919;13004		
P53041	P53041	5	5	5	Serine/threonine-protein phosphatase 5	PPP5C		1	5	5	5	9.4	9.4	9.4	56.878	499	499	0	32.506	25048	67975	123940	297040	346720	25293	70794	123930	279960	332150	5	5	5	5	5	40120000	5				871	427;699;761;2409;10794	True;True;True;True;True	417;683;746;2393;10801	542;859;930;2937;13017	594;940;1011;3165;13931	594;940;1011;3165;13931		
P53350	P53350	2	2	2	Serine/threonine-protein kinase PLK1	PLK1		1	2	2	2	4.5	4.5	4.5	68.254	603	603	0	14.569	3570.2	11557	21986	53140	57114	3669.2	12097	21838	50051	54801	1	1	1	1	1	6213700	2				872	651;6754	True;True	635;6759	795;8212	873;8803	873;8803		
P53396	P53396	33	33	33	ATP-citrate synthase	ACLY		1	33	33	33	29.5	29.5	29.5	120.84	1101	1101	0	249.49	326880	800430	1502100	4009100	4463900	328360	845520	1509000	3772300	4271200	37	37	37	37	37	1330200000	37				873	303;304;739;741;756;779;1518;1781;2089;2425;2510;2604;2860;2928;2989;3784;3820;4499;5698;6732;7379;7470;7684;8245;9597;10123;10717;10928;11233;11503;12016;12267;12437	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	294;295;724;726;741;764;1501;1763;2073;2409;2495;2589;2845;2913;2975;3771;3808;4492;5696;6736;7385;7477;7692;8255;9609;10133;10725;10935;11239;11510;12025;12278;12448	384;385;904;906;924;951;1857;2174;2544;2959;3061;3171;3477;3559;3560;3633;4585;4586;4646;4647;5500;6955;8187;8974;9083;9335;10012;11595;12214;12919;13181;13535;13865;14501;14811;15050	424;425;985;987;1005;1033;2013;2353;2739;3190;3304;3422;3755;3842;3843;3920;4913;4914;4987;4988;5888;7459;8775;9614;9727;9728;9991;10689;12393;13075;13815;14101;14472;14823;15491;15817;16089	424;425;985;987;1005;1033;2013;2353;2739;3190;3304;3422;3755;3842;3920;4913;4988;5888;7459;8775;9614;9728;9991;10689;12393;13075;13815;14101;14472;14823;15491;15817;16089		
P53582	P53582	1	1	1	Methionine aminopeptidase 1	METAP1		1	1	1	1	3.1	3.1	3.1	43.215	386	386	0.0010576	6.913	2616.3	6968.8	12836	34963	33224	2640.2	7362.7	12778	32897	31881	1	1	1	1	1	4504700	1				874	11492	True	11499	13852	14810	14810		
P53597	P53597	6	6	6	Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	SUCLG1		1	6	6	6	20.5	20.5	20.5	36.249	346	346	0	43.304	58582	139240	278340	656050	695510	58983	146120	276660	617730	667940	6	6	6	6	6	158360000	6				875	4504;5686;5739;7452;8128;8417	True;True;True;True;True;True	4497;5684;5738;7459;8138;8424	5505;6943;7003;9063;9860;10209	5893;7446;7513;9707;10531;10894	5893;7446;7513;9707;10531;10894		
P53618	P53618	8	8	8	Coatomer subunit beta	COPB1		1	8	8	8	11.9	11.9	11.9	107.14	953	953	0	66.767	46083	111840	224650	561340	597950	46483	118170	224020	528170	573440	8	8	8	8	8	86214000	8				876	29;2437;4159;6349;10208;10384;10676;12566	True;True;True;True;True;True;True;True	28;2421;4150;6353;10216;10392;10684;12577	33;2972;5078;7756;12316;12521;12871;15206	33;3203;5437;8313;13178;13394;13764;16249	33;3203;5437;8313;13178;13394;13764;16249		
P53621	P53621	13	13	13	Coatomer subunit alpha;Xenin;Proxenin	COPA		1	13	13	13	11.5	11.5	11.5	138.34	1224	1224	0	91.384	121930	291010	582000	1459500	1618200	122810	307440	582000	1373200	1550400	12	12	12	12	12	165700000	13				877	819;2328;3461;4600;5440;5893;6611;7628;7955;8440;11279;11990;12279	True;True;True;True;True;True;True;True;True;True;True;True;True	804;2312;3447;4594;5437;5893;6615;7636;7965;8447;11285;11999;12290	999;2835;4187;5626;6638;7196;8049;9273;9657;10233;13591;14470;14826	1085;3054;4503;6025;7119;7711;8625;9927;10324;10921;14531;15458;15834	1085;3054;4503;6025;7119;7711;8625;9927;10324;10921;14531;15458;15834		
P53674	P53674	3	3	3	Beta-crystallin B1	CRYBB1		1	3	3	3	11.9	11.9	11.9	28.023	252	252	0	22.093	28416	67929	135130	331570	334510	28613	71554	134250	312070	321320	3	3	3	3	3	30381000	3				878	4334;6051;8196	True;True;True	4325;6053;8206	5295;7395;9949	5665;7927;10623	5665;7927;10623		
P53701	P53701	3	3	3	Cytochrome c-type heme lyase	HCCS		1	3	3	3	12.7	12.7	12.7	30.601	268	268	0	22.385	23080	62817	114910	261300	281170	23316	65115	114020	246440	270160	3	3	3	3	3	38138000	3				879	1573;4212;12448	True;True;True	1556;4203;12459	1924;5142;15062	2086;5505;16101	2086;5505;16101		
P53803	P53803	1	1	1	DNA-directed RNA polymerases I, II, and III subunit RPABC4	POLR2K		1	1	1	1	12.1	12.1	12.1	7.0041	58	58	0.0047596	5.9945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				880	8195	True	8205	9948	10622	10622		
P53985	P53985	2	2	2	Monocarboxylate transporter 1	SLC16A1		1	2	2	2	4.2	4.2	4.2	53.944	500	500	0	17.293	10648	23715	45619	117600	128370	10647	25023	45716	110660	122970	3	3	3	3	3	26366000	3				881	79;2297	True;True	78;2281	96;97;2799	106;107;3016	106;3016		
P53990	P53990	1	1	1	IST1 homolog	IST1		1	1	1	1	2.5	2.5	2.5	39.75	364	364	0.00055127	7.5517	11044	32586	61059	120630	123730	11247	33431	59962	113960	119470	1	1	1	1	1	8735300	1				882	6146	True	6149	7515	8054	8054		
P53992	P53992	5	5	5	Protein transport protein Sec24C	SEC24C		1	5	5	5	5.5	5.5	5.5	118.32	1094	1094	0	33.955	6542.9	19034	37492	94608	105660	6647.6	20089	37445	89027	101200	4	5	5	5	5	21735000	5				883	57;1480;5293;9915;10354	True;True;True;True;True	56;1465;5288;9924;10362	66;1812;6466;11952;12486	73;1966;6934;12793;13358	73;1966;6934;12793;13358		
P53999	P53999	6	6	6	Activated RNA polymerase II transcriptional coactivator p15	SUB1		1	6	6	6	45.7	45.7	45.7	14.395	127	127	0	102.8	112240	270720	465110	1361700	1408100	111990	286110	468460	1281200	1346800	7	7	7	7	7	995830000	8				884	1758;3292;3633;3634;4596;9465	True;True;True;True;True;True	1740;3278;3620;3621;4590;9477	2147;2148;3994;3995;4393;4394;5621;11427	2324;2325;4298;4299;4715;4716;6020;12210	2324;4298;4715;4716;6020;12210		
P54105	P54105	1	1	1	Methylosome subunit pICln	CLNS1A		1	1	1	1	5.5	5.5	5.5	26.215	237	237	0	14.235	21186	55942	100880	276340	272590	21335	59004	100720	260050	261330	1	1	1	1	1	51271000	1				885	4711	True	4705	5757	6162	6162		
P54136	P54136	18	18	18	Arginine--tRNA ligase, cytoplasmic	RARS		1	18	18	18	30.9	30.9	30.9	75.378	660	660	0	150.57	122150	310280	585110	1650200	1772600	123060	329990	588220	1551700	1695400	18	18	18	18	18	441450000	19				886	253;2885;4347;4375;4430;4830;5357;5870;6211;7261;7662;7700;7729;7869;8505;9879;10524;11832	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	247;2870;4338;4366;4423;4824;5352;5870;6214;7267;7670;7708;7739;7879;8512;9890;10532;11841	325;3507;5308;5342;5419;5899;6538;7169;7595;7596;8820;9311;9354;9393;9563;10310;11912;12689;14280	361;3787;5680;5716;5795;6312;7008;7683;8137;8138;9455;9967;10010;10050;10223;11001;12750;13573;15262	361;3787;5680;5716;5795;6312;7008;7683;8138;9455;9967;10010;10050;10223;11001;12750;13573;15262		
P54577	P54577	17	17	17	Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed	YARS		1	17	17	17	31.2	31.2	31.2	59.143	528	528	0	115.49	164990	414840	747350	2135700	2465700	165580	439550	756200	2009000	2354600	19	19	19	19	19	513150000	20				887	4225;4940;5057;5441;6034;6562;6607;7382;7579;8623;8879;8996;9009;11349;11501;11757;12711	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	4216;4934;5051;5438;6035;6566;6611;7388;7587;8632;8891;9008;9021;11356;11508;11764;12723	5159;6026;6165;6639;7369;7995;8044;8978;9216;10448;10759;10760;10902;10917;13680;13862;13863;14180;15379	5522;6456;6457;6607;7120;7898;8569;8620;9618;9866;11151;11488;11489;11647;11663;14627;14820;14821;15157;16431	5522;6456;6607;7120;7898;8569;8620;9618;9866;11151;11489;11647;11663;14627;14820;15157;16431		
P54578	P54578	11	11	11	Ubiquitin carboxyl-terminal hydrolase 14	USP14		1	11	11	11	25.7	25.7	25.7	56.068	494	494	0	99.654	122780	300820	527610	1597100	1853800	122790	319860	536670	1501800	1768400	12	12	12	12	12	233220000	13				888	1171;3437;3683;3725;4519;4633;6919;9113;9737;12059;12699	True;True;True;True;True;True;True;True;True;True;True	1158;3423;3670;3712;4512;4627;6924;9125;9749;12070;12710	1437;1438;4159;4453;4507;5523;5662;8394;11033;11751;14565;15361	1553;1554;4473;4776;4833;5914;6062;9001;11787;12567;12568;15560;16413	1554;4473;4776;4833;5914;6062;9001;11787;12568;15560;16413		
P54709	P54709	4	4	4	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3		1	4	4	4	17.2	17.2	17.2	31.512	279	279	0	30.999	24527	66626	117690	353370	383560	24712	70837	118900	332290	366360	4	4	4	4	4	46573000	5				889	5551;5759;7277;9901	True;True;True;True	5548;5758;7283;9911	6772;7028;8844;8845;11937	7264;7538;9480;9481;12776	7264;7538;9480;12776		
P54725	P54725	7	5	5	UV excision repair protein RAD23 homolog A	RAD23A		1	7	5	5	22	17.4	17.4	39.609	363	363	0	29.604	27302	67537	123030	360440	374660	27366	71856	123820	338910	358310	3	4	4	4	4	39683000	5				890	1534;1663;2206;2647;5894;8370;11061	True;False;True;True;True;True;False	1517;1645;2190;2632;5894;8378;11068	1876;2032;2690;3220;7197;10157;13342	2032;2200;2894;3476;7712;10840;14272	2032;2200;2894;3476;7712;10840;14272		
P54727	P54727	7	7	5	UV excision repair protein RAD23 homolog B	RAD23B		1	7	7	5	13.9	13.9	12	43.171	409	409	0	51.544	59976	146460	278040	730950	844090	60284	154650	279680	687800	807310	6	6	6	6	6	150950000	7				891	1257;1457;1663;3333;4622;5877;11061	True;True;True;True;True;True;True	1244;1442;1645;3319;4616;5877;11068	1536;1786;2032;4041;5650;7179;13342	1659;1937;2200;4348;6049;7693;14272	1659;1937;2200;4348;6049;7693;14272		
P54819	P54819	12	12	12	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	AK2		1	12	12	12	64.9	64.9	64.9	26.477	239	239	0	121.78	148620	355190	693830	1827900	2052400	149450	376340	696680	1719400	1964000	16	16	16	16	16	915870000	16				892	1025;1111;1370;1488;4566;7005;7154;7845;8175;8852;9136;9720	True;True;True;True;True;True;True;True;True;True;True;True	1011;1098;1355;1473;4560;7010;7160;7855;8185;8864;9148;9732	1260;1360;1361;1668;1824;1825;5579;5580;8492;8702;9537;9924;10727;11061;11062;11734	1364;1467;1468;1803;1979;1980;5974;5975;9104;9334;10196;10596;11453;11816;11817;12549	1364;1467;1803;1979;5974;9104;9334;10196;10596;11453;11817;12549		
P54868;Q01581	P54868;Q01581	1;1	1;1	1;1	Hydroxymethylglutaryl-CoA synthase, mitochondrial;Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMGCS2;HMGCS1	;	2	1	1	1	2.2	2.2	2.2	56.635	508	508;520	0.002005	6.4057	2598.4	7691.5	13938	39992	39413	2639.8	8158.9	13933	37614	37749	1	1	1	1	1	4332200	1				893	7243	True	7249	8799	9434	9434		
P54886	P54886	11	11	11	Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase	ALDH18A1		1	11	11	11	17.5	17.5	17.5	87.301	795	795	0	89.858	83083	194930	356600	1072600	1189800	83012	208150	361370	1008200	1135900	10	12	12	12	12	147040000	12				894	2595;4900;5037;6911;6978;7067;7974;9254;10770;11130;11729	True;True;True;True;True;True;True;True;True;True;True	2580;4894;5031;6916;6983;7073;7984;9266;10777;11137;11736	3160;5982;6138;8386;8461;8564;9679;11190;12989;12990;13424;14147	3410;6409;6577;8993;9073;9182;10346;11957;13901;13902;14357;15121	3410;6409;6577;8993;9073;9182;10346;11957;13901;14357;15121		
P54920	P54920	4	4	4	Alpha-soluble NSF attachment protein	NAPA		1	4	4	4	14.6	14.6	14.6	33.232	295	295	0	29.08	40592	94058	200530	468910	517020	40984	99306	199570	441240	496170	4	4	4	4	4	69563000	4				895	698;2466;5590;10969	True;True;True;True	682;2451;5588;10976	858;3008;6820;13237	939;3244;7314;14164	939;3244;7314;14164		
P55010	P55010	6	6	6	Eukaryotic translation initiation factor 5	EIF5		1	6	6	6	14.2	14.2	14.2	49.222	431	431	0	41.951	50801	130900	229350	762310	815380	50970	140760	233340	716140	777660	6	6	6	6	6	86374000	6				896	925;1007;6808;7107;7850;12046	True;True;True;True;True;True	911;993;6813;7113;7860;12056	1131;1239;8269;8617;9543;14542	1224;1342;8863;9237;10203;15534	1224;1342;8863;9237;10203;15534		
P55036	P55036	4	4	4	26S proteasome non-ATPase regulatory subunit 4	PSMD4		1	4	4	4	10.9	10.9	10.9	40.736	377	377	0	32.395	17869	50208	91988	247860	270850	18097	52952	92230	233260	259200	3	3	3	3	3	92903000	4				897	7842;8711;11435;12190	True;True;True;True	7852;8723;11442;12201	9533;10559;13781;14724	10192;11271;14732;15726	10192;11271;14732;15726		
P55039	P55039	3	3	3	Developmentally-regulated GTP-binding protein 2	DRG2		1	3	3	3	8.5	8.5	8.5	40.746	364	364	0	19.258	13855	37653	81391	171370	171200	14181	39373	80013	161430	165130	2	2	2	2	2	7850000	3				898	1177;1346;10684	True;True;True	1164;1331;10692	1445;1638;12879	1562;1772;13772	1562;1772;13772		
P55060	P55060	19	19	19	Exportin-2	CSE1L		1	19	19	19	22	22	22	110.42	971	971	0	184.02	212560	546680	954690	2795400	3044700	213200	578810	963840	2629600	2909300	20	20	20	20	20	694800000	23				899	45;46;2009;2857;3752;5764;6159;6553;7664;7675;7996;8142;8365;8389;8952;10369;10698;11833;12464	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	44;45;1992;2842;3739;5763;6162;6557;7672;7683;8006;8152;8373;8395;8964;10377;10706;11842;12475	52;53;54;2445;3472;3473;4539;7033;7034;7531;7986;9313;9326;9704;9877;10151;10152;10175;10852;12503;12898;14281;15080	57;58;59;2639;3750;3751;4866;7543;7544;8070;8560;9969;9982;10372;10548;10834;10835;10860;11591;13375;13792;15263;16119	58;59;2639;3750;4866;7544;8070;8560;9969;9982;10372;10548;10835;10860;11591;13375;13792;15263;16119		
P55072	P55072	28	28	27	Transitional endoplasmic reticulum ATPase	VCP		1	28	28	27	37.8	37.8	37.8	89.321	806	806	0	260.07	309040	767090	1418900	4078700	4543100	310420	815800	1432500	3835200	4340800	35	35	35	35	35	1556900000	37				900	512;680;713;1258;1259;2337;2587;3124;3206;3369;3489;3490;3791;4230;4851;5145;6791;6953;7149;7210;7334;7492;8299;8712;9536;10617;11814;12414	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	499;664;697;1245;2321;2572;3110;3192;3355;3475;3476;3778;4221;4845;5140;6796;6958;7155;7216;7340;7500;8308;8724;9548;10625;11823;12425	631;835;873;1537;2846;3151;3795;3796;3895;4078;4217;4218;4219;4593;4594;5166;5167;5922;6270;6271;8250;8433;8695;8696;8762;8917;9115;9116;10077;10560;10561;11506;12799;14257;14998;14999	686;687;915;954;1660;3066;3401;4085;4086;4194;4388;4534;4535;4536;4921;4922;5530;5531;6337;6722;6723;8844;9043;9327;9328;9395;9556;9761;9762;10756;11272;11273;12294;13686;15238;16024;16025	687;915;954;1660;3066;3401;4085;4194;4388;4534;4536;4921;5530;6337;6723;8844;9043;9327;9395;9556;9762;10756;11272;12294;13686;15238;16024		
P55081	P55081	3	3	3	Microfibrillar-associated protein 1	MFAP1		1	3	3	3	6.6	6.6	6.6	51.958	439	439	0	19.954	21790	50821	95362	299910	324120	21818	54738	96741	281700	309360	3	3	3	3	3	33424000	3				901	1808;2344;7544	True;True;True	1791;2328;7552	2210;2856;9174	2389;3077;9821	2389;3077;9821		
P55084	P55084	13	13	13	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	HADHB		1	13	13	13	28.7	28.7	28.7	51.294	474	474	0	96.451	117750	301500	547130	1499500	1680400	118370	318240	550750	1411100	1606800	16	16	16	16	16	348810000	16				902	139;805;994;1801;2051;2203;2445;3588;7225;9076;11011;11125;11726	True;True;True;True;True;True;True;True;True;True;True;True;True	136;790;979;1784;2034;2187;2430;3575;7231;9088;11018;11132;11733	169;982;1219;2200;2201;2499;2686;2687;2984;2985;4343;8778;10994;13284;13419;14143	185;1067;1319;2379;2380;2694;2890;2891;3219;3220;4664;9413;11743;14212;14352;15117	185;1067;1319;2379;2694;2890;3219;4664;9413;11743;14212;14352;15117		
P55145	P55145	5	5	5	Mesencephalic astrocyte-derived neurotrophic factor	MANF		1	5	5	5	30.8	30.8	30.8	20.7	182	182	0	42.713	52356	120460	211400	661210	740250	52160	128590	215160	621540	706190	5	5	5	5	5	111960000	5				903	2381;4105;6360;7112;9258	True;True;True;True;True	2365;4095;6364;7118;9270	2904;5010;7767;8648;11194	3129;5367;8324;9280;11961	3129;5367;8324;9280;11961		
P55160	P55160	1	1	1	Nck-associated protein 1-like	NCKAP1L		1	1	1	1	0.8	0.8	0.8	128.15	1127	1127	0.0061004	5.8763	2889.6	8131.7	20592	38753	42780	3011.2	8543.8	20195	36485	41278	1	1	1	1	1	6621400	1				904	8889	True	8901	10772	11501	11501		
P55209	P55209	9	9	8	Nucleosome assembly protein 1-like 1	NAP1L1		1	9	9	8	38.9	38.9	36.3	45.374	391	391	0	133.59	101380	234320	436170	1352600	1581500	101400	251690	444710	1270800	1507800	14	14	14	14	14	791150000	14				905	3728;4094;4586;6335;7124;9040;9352;9955;12529	True;True;True;True;True;True;True;True;True	3715;4084;4580;6339;7130;9052;9364;9964;12540	4510;4996;5608;5609;7742;8661;8662;10950;10951;11299;11998;11999;15163;15164	4836;5352;6006;6007;8297;9293;9294;11697;11698;12074;12840;12841;16205;16206	4836;5352;6006;8297;9293;11697;12074;12840;16206		
P55263	P55263	3	3	2	Adenosine kinase	ADK		1	3	3	2	7.7	7.7	5	40.545	362	362	0	16.529	5620.2	13173	26767	74655	115040	5659.7	14117	27644	70152	109410	1	1	1	1	1	25326000	2				906	11;6876;11468	True;True;True	6881;11475	8347;13822	8947;14778	8947;14778		
P55265	P55265	16	16	16	Double-stranded RNA-specific adenosine deaminase	ADAR		1	16	16	16	14.7	14.7	14.7	136.06	1226	1226	0	117.61	118030	287670	554540	1477900	1624900	118740	304740	556430	1390200	1555200	19	19	19	19	19	306450000	19				907	161;723;1001;1024;1856;1919;2113;5100;8108;8410;9193;9359;10355;10690;11102;12710	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	158;708;986;1010;1839;1902;2097;5094;8118;8417;9205;9371;10363;10698;11109;12722	194;886;1228;1258;1259;2267;2342;2576;6216;9837;10201;11123;11308;12487;12887;13394;15377;15378	210;967;1330;1331;1362;1363;2452;2533;2774;6666;10508;10886;11882;12083;13359;13781;14327;16429;16430	210;967;1331;1363;2452;2533;2774;6666;10508;10886;11882;12083;13359;13781;14327;16429		
P55327	P55327	6	6	6	Tumor protein D52	TPD52		1	6	6	6	27.2	27.2	27.2	24.327	224	224	0	48.407	59592	149860	313530	713400	748520	60451	157440	310510	671650	719630	6	6	6	6	6	164860000	6				908	1227;2988;5206;5207;6879;11599	True;True;True;True;True;True	1214;2974;5201;5202;6884;11605	1504;3632;6351;6352;8351;13978	1625;3919;6808;6809;8951;14943	1625;3919;6808;6809;8951;14943		
P55735	P55735	3	3	3	Protein SEC13 homolog	SEC13		1	3	3	3	19.9	19.9	19.9	35.54	322	322	0	52.004	18818	47312	88721	239280	279700	18882	50031	89446	225120	267320	2	3	3	3	3	69180000	3				909	2329;8211;12213	True;True;True	2313;8221;12224	2836;9970;14750	3055;10644;15753	3055;10644;15753		
P55769	P55769	6	6	6	NHP2-like protein 1;NHP2-like protein 1, N-terminally processed	NHP2L1		1	6	6	6	50	50	50	14.173	128	128	0	46.667	49149	122670	228590	661460	690470	49412	130670	229850	621880	660440	7	7	7	7	7	300380000	8				910	266;6469;7577;9066;9404;10792	True;True;True;True;True;True	259;6473;7585;9078;9416;10799	340;7888;9213;9214;10981;11358;13015	376;8453;9863;9864;11730;12136;13928;13929	376;8453;9864;11730;12136;13928		
P55786;A6NEC2	P55786	13;5	13;5	13;5	Puromycin-sensitive aminopeptidase	NPEPPS		2	13	13	13	16.3	16.3	16.3	103.28	919	919;478	0	100.76	97341	230840	465390	1086500	1126200	98051	242220	461760	1023100	1082300	12	12	12	12	12	219190000	13				911	605;1348;1361;6774;7395;7746;8501;9131;10356;10970;11917;12502;12825	True;True;True;True;True;True;True;True;True;True;True;True;True	590;1333;1346;6779;7401;7756;8509;9143;10364;10977;11926;12513;12839	743;1640;1658;8232;8994;9417;10307;11056;12488;13238;14381;15129;15520	815;1774;1793;8825;9635;10074;10998;11811;13360;14165;15367;16169;16583	815;1774;1793;8825;9635;10074;10998;11811;13360;14165;15367;16169;16583		
P55795	P55795	7	1	1	Heterogeneous nuclear ribonucleoprotein H2	HNRNPH2		1	7	1	1	18.7	2.9	2.9	49.263	449	449	0	23.576	11437	30020	61374	125370	120810	11620	31130	60215	118230	116740	2	2	2	2	2	43026000	2				912	2056;4739;4743;5423;6661;10518;11754	False;False;True;False;False;False;False	2039;4733;4737;5420;6665;10526;11761	2505;5789;5790;5794;5795;6617;8109;12682;14176;14177	2700;6194;6195;6199;6200;7096;8691;13566;15152;15153;15154	2700;6194;6199;7096;8691;13566;15153		
P55809;Q9BYC2	P55809	6;1	6;1	6;1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	OXCT1		2	6	6	6	11.5	11.5	11.5	56.157	520	520;517	0	37	32958	83417	152960	441980	499440	33130	88678	154610	415610	477030	6	6	6	6	6	125850000	6				913	1459;1860;7718;9805;10514;12613	True;True;True;True;True;True	1444;1843;7728;9816;10522;12624	1788;2271;9381;11827;12677;15259	1939;2456;10038;12650;13561;16305	1939;2456;10038;12650;13561;16305		
